MATCH (c:Customer {customerId: "CUST002"}) SET c.name = "Luca Schmidt";
MATCH (c:Customer {customerId: "CUST004"}) SET c.name = "Jonas Meyer";
MATCH (c:Customer {customerId: "CUST006"}) SET c.name = "Nikolai Andersen";
MATCH (c:Customer {customerId: "CUST008"}) SET c.name = "Mateo Novak";
MATCH (c:Customer {customerId: "CUST009"}) SET c.name = "Sven Eriksson";
MATCH (c:Customer {customerId: "CUST015"}) SET c.name = "Markus Weber";
MATCH (c:Customer {customerId: "CUST018"}) SET c.name = "Petr Horak";
MATCH (c:Customer {customerId: "CUST021"}) SET c.name = "Emil Petrov";
MATCH (c:Customer {customerId: "CUST022"}) SET c.name = "Rafael Costa";
MATCH (c:Customer {customerId: "CUST025"}) SET c.name = "Adrian Muller";
MATCH (c:Customer {customerId: "CUST028"}) SET c.name = "Kasper Olsen";
MATCH (c:Customer {customerId: "CUST029"}) SET c.name = "Henrik Jensen";
MATCH (c:Customer {customerId: "CUST031"}) SET c.name = "Jakub Nowak";
MATCH (c:Customer {customerId: "CUST033"}) SET c.name = "Tomasz Zielinski";
MATCH (c:Customer {customerId: "CUST034"}) SET c.name = "Bastien Laurent";
MATCH (c:Customer {customerId: "CUST035"}) SET c.name = "Dario Romano";
MATCH (c:Customer {customerId: "CUST036"}) SET c.name = "Leon Wagner";
MATCH (c:Customer {customerId: "CUST038"}) SET c.name = "Felix Baumann";
MATCH (c:Customer {customerId: "CUST043"}) SET c.name = "Andrei Dumitrescu";
MATCH (c:Customer {customerId: "CUST045"}) SET c.name = "Mihai Popa";
MATCH (c:Customer {customerId: "CUST049"}) SET c.name = "Joao Almeida";
